Address,Voi,Algo,Total
QQLYP4MWDSAMKAUAOEWT6TV7GADVBMYDXZVDLU7RUSN7F6DEF2K7AHXRLI,0,1069.437772,1069.437772
SUEC2PPUGEYAMETM5E4H2SZODBF57HPHI72UHZPKA3BQNFMJ2RE5HLAURI,0,1069.437772,1069.437772
B5GR45S7ABKPQAQ4EMCUW3DU2M3K7MQNIN7QFX74SZFHTCOKYKLNNRZ77M,0,1069.304385,1069.304385
7RLPF6JVPP5BEMB5Q7GWW2EYJJBYP55E4PWJ35YA5SG5J5OCO56DUBMNBU,0,1069.156932,1069.156932
IZA4U37VMTIWNXQRILCMIH6XORTEOKN52BWJ2BJYB3EJPQWOIGCFAXFWFY,0,1068.898481,1068.898481
FPWZAJJQ3YCXPUVIQZPDXCZRHSTDKGUFXFECDGO7O37X3ADM6BFI457DPY,0,1068.750559,1068.750559
TR5PCUDF42E2YXS6COA5U6OGNZHIFLRTR3BPYDV3S52DRIW6QU36TSWGDQ,0,1068.305768,1068.305768
T2YLKFZT7DRTTIC43MQ2WEYP6IUU3FFIEWV5HFPOD7FMHOTRAF4O7SIXIA,0,1068.119982,1068.119982
C6KH43JHRHGN74COLIJVATHZ4DNEXQVKDMS542N2BAATVUTT33YB3YGXBA,0,1067.896682,1067.896682
EV2PRKZ7ADWTNQUPRGZIEUL5HSLLDGPJWRT37GR2XIJ5OD25SBJOGLNRP4,0,1067.299307,1067.299307
F6HBE7OTZONVRUCSKNK3TNVIBYRECU7P2X6RGXPOH3MY2CCH533YYCCT7I,0,1066.924529,1066.924529
5ZBFEBFVH6526CU65NZTTL6KHDRLL4RIXHRWXLN4HP6NNHMIW3SFER5M3A,0,1066.473345,1066.473345
A5KGIDDIIJCH62OARZ4UUHDYGF5DM7XRNNRRWDP3JEEWPPXWQLPFP2QXDY,0,1066.247157,1066.247157
TLGHHCF34WQYTLED3SFMNTMZ37466CTCNFHDEDNAXPO6IZPDAWG6AE6L4U,0,1066.133913,1066.133913
MOI53ZF2DQJFUEH2U6M7OPVDAWWFJMNXIR7YX44ZRFOYJUYNOBT66AX4SI,0,1065.944951,1065.944951
K6ZMAEQEORCF3GMSEKFSRQ5VHQHNKHBUWPB72X4RBMH5GJFZ6N3XUDDM2U,0,1065.110197,1065.110197
4FKXFMFCV5X32DCWZM77NBQKXE6D3F4L6IRAM7COHQAQTOWBT5AIF7OFKU,0,1065.072124,1065.072124
2PZMNLONVIW7QSRNX4G553QVSSFQELKX7MFL7CRAOTOUVQDFUS5AEHXFEY,0,1065.072124,1065.072124
2IO5NAFHYWS773ZLT6IDNUN56RMUFEQ7QIVTZSTP3C5OQN3XQRGPNPD6Y4,0,1064.995945,1064.995945
YLR53L673HAMQNQGD5VP6U37ZCQXHNWWRC2OBPJMIEPVR5PGJURGH5YBMA,0,1064.995945,1064.995945
DAWONNS5QRXGYAD3U35I42ZWR3SB2BXVI6S4Z24YQO3P3VA4AOVFL5RCNI,0,1064.919721,1064.919721
BYFD4CH4BPC5VO7KGASURXP4WTXEUGFXSU2GWEQ2QPWAVMK3CNPMFTH5BA,0,1064.652579,1064.652579
LGCQVOA4UI6G3SI5N5X5UV6QPLNTDXHXIJNY2KGSPDRGOETDHXCDTKL3JI,0,1064.38488,1064.38488
OXKAX4W4YCVEVTQY7ZTDJZ2EZZSZ4Y5PSGT63DPWL73JHSTL25ZTUDWFPY,0,1064.039875,1064.039875
45OCXS5GO4SVU4KX2C7HAKDVVZMMBATRZGDOQ27VL6AZPQI6JY3SY4EF54,0,1063.192609,1063.192609
3WGKUWFS433XOSE2JPZNVIZTMFOUZL3UXODX5JMSIO5AV7VY7IEXDRE56U,0,1063.115307,1063.115307
WAF3CDSXML7XGXRTTEX6RNOOOSHPYBIQ7TSRP6TEB2LK4ESONS4P3Y4DNQ,0,1062.805634,1062.805634
6YHAXPFRGYLR3GEC5OJ457KZ7VKJZJTSTYHF6KWLYZU4TDM3YTSOFT632E,0,1062.57289,1062.57289
4ZUFYSOOHYCCSOZPN7UMWGH6SBZ3ZMB67CZQD7WYWCNI62T7RQE4HCFXQQ,0,1062.300821,1062.300821
VZWSB5KUBU2GHGVYS2XXQXDADP5RPCLDCHTAHPYQSF26CDGZ2RSQMA4TPU,0,1062.300821,1062.300821
TEVVDWVCNK2TESPASYO2FSOHFEPXKNM6QFFNATM5JB4GMQOVGS3HFUZ7VM,0,1062.145095,1062.145095
LSHN4IHYUAQOD56ERUXFF2TNWSYSDG6JB3SLSSSUHR3RESJIF2KQQCO3HQ,0,1062.106133,1062.106133
T3VEWEHDHQ3S2P37444EW2G3ZSRGJRBWKFOD5RCJSVSW54S5CCAKWQSDFM,0,1062.106133,1062.106133
HQ23NEHGY46KJDD4GDE7XVQWFAXZARQVKDX4E5UDRQ7JOTWVVJJROW3SL4,0,1061.520297,1061.520297
ZZYNVWYF6SJEESZPKRUYSGFOFH4YZ5YQ3RG2KYY5D6GI4OHNZSFLPVPHCI,0,1059.944912,1059.944912
3R32FYGRCZM5ZGEQX244AGPHO7P6FVSDAYWOIJW5QSPIFA4KAJ4F5ZC6AI,0,1059.865635,1059.865635
MNGIMQJ72F6L425HHXBGX2Q5QL474SPGPXDYZPOPSDPFRQUOBPGZMFZNRA,0,1059.229657,1059.229657
Z6N2QT4AUJ3YWSTWQXJT25RHHE3JTS3FRLXTGSZQCVC2YONWHB3KER2L5I,0,1058.550476,1058.550476
2TAZ632NWZGE34LVPEAHX5V5WZKYP74PUQEEECECLOIIHU5565ISWTAIAU,0,1058.189456,1058.189456
AH3SLVY3ZHUHM6LHWFDKU4RIDGLMXTFNL7HTRYXFMVIHQLNM7IMU2J75SE,0,1058.109092,1058.109092
6ZXVFFSQZHGILAJCGUD66NWDPV5USE5TRAMX3JF5JVLQBQE5TE3JVJ6KUA,0,1058.068892,1058.068892
3ISINB73X3AG2BQHYECZ56HGLVI6VEH2Q5VMTY4LAPNG7OCAOJXDXGMNMU,0,1058.028678,1058.028678
QXXZAI56QA52KG4SU6PD3YADDACHOWUSESLY5LO5UBAH5JN2KBAPHFCXWI,0,1057.8677,1057.8677
QUQMJRJITZIPBOOQ6MBXTFWHJMEDDXDYRAY6VFZBUH4MXZLGO5B7QD2XKI,0,1057.827333,1057.827333
ROI5DA6GZN3CGX5XUMQOKOHN3QEFOIPCB7S4LMK7JJOISLL5DJDQJ6TBMA,0,1057.827333,1057.827333
Z2LRVVSIDYIIR7PIWPKYDLKPRIAYE567IRJWCBRRPMPIPYJCVNS4PIWR5I,0,1057.827333,1057.827333
7ZTHHXPIFIYVHWHULOP4S7L3FKX4HP2KQBEU4GFEFVS7AQVQQGK2A5LFYE,0,1057.827333,1057.827333
4SZP3HCWUPCJT352CPTXYVF3YQKPZ3MCRK5ZQTU77VFNBMGCI73DC2CTIA,0,1057.827333,1057.827333
GLOW7AKCAZXWQRPI6Q7OCVAO75H45AIYMTDEH3VNPETKYFXMNHAMQOVMS4,0,1057.827333,1057.827333
YUM74KZEJJ2GZVXXNAGRHW3D7J54U6VB7OP6K3NSA5UTMAAST63MYXNS4U,0,1057.827333,1057.827333
NCMYL34ZSLVJ45GFW7FCXHXTW5YGLJUVPC5BYT33E6IXYMOF63X5ZLCI7Q,0,1057.827333,1057.827333
EO7SOBZWHQSXVLIOGMSEKNQQ5U23JAQVI3YXBJOSRMEMREZB2KM4RJOYPU,0,1057.827333,1057.827333
VEBEAE3BC7RFGNOCVQF3ANCA454L72ZWDRRMWQCCFS37374EBC3KWDMEQY,0,1057.827333,1057.827333
VDSEVQFGH6ERBGJVRNH6O3NYWZL5BFAVJCNHPEZGIVBF7UMU6F4WL3TNY4,0,1057.827333,1057.827333
SWGH4BLZ65OND3E6XM573HPLWZKBVWWZTPGYZEPPL6ZRSTPD2SHH3M7INA,0,1057.827333,1057.827333
ZOXYAFHOA4RLM5PVET5YHYNG33KE2SKKX7AEGNCJFE5TR25K4CFTULCUA4,0,1057.827333,1057.827333
ILYXSZTSTUPH76SNF5UYZLGAI2T6QH7UVML5TM47O5HEISMW4U7UABJI7E,0,1057.827333,1057.827333
26GWN72A2FKXBFUFH5RZ2HKYG4E5MJY7XS2GNHL6I7XOLHPT7AFQSYGGJU,0,1057.827333,1057.827333
FYRY7FV7TNBEBEUN3MAEWZGOPNNDHYOV6MNV7EBUNBD6YYAPNXGYKYGM4M,0,1057.827333,1057.827333
PLXWVT3UR6JC7VXFHZQE2HEET3U4GYJLNKEYE3HQFBYV4HYSBOTT77WWVA,0,1057.827333,1057.827333
46CLJ4KUUTJ6JH3OUVJ3ZURLGNJGREKN7ALKCDKYX7JFILR5I6CV5E2A54,0,1057.827333,1057.827333
V6CX3GJ4RUBL5VS6ADRUTPJ5W4G5FSFY7CPNVBF6BXHMMUKBOFDXDDYXBI,0,1057.827333,1057.827333
PHRRUD6LMPTKU4SK5W6XMO4CMDOEQBB4PYWSG4MW5HYLLTDQGTL77TRDHE,0,1057.827333,1057.827333
CEULLLKNSXROO6LMACAPU24KVZWGHI5CF46QIIZG5FJ2CS7OXXBPA2AUCI,0,1057.827333,1057.827333
DHNORJ3JGC6PA6QGG76TBKMLVM2XM74GZJNHTED6TIZ6K2MSJSOIHHHHY4,0,1057.827333,1057.827333
FSQ5T6ZWDWY3UWOLA36I6NX554DFSVJ22KKKFISNAEXDAD56PTSFX4Z4FM,0,1057.827333,1057.827333
T5IP3RW7TFHPUBHHEBZPUT4UTKACRUCGF6RD5J4BGKIXQGVYUNAYRSITSY,0,1057.827333,1057.827333
RDJTSZSABTIWEOIL7XQTJUJ4QJRXM4CAAPMYCHFXPR7QVKLWZ3YS5CXZTI,0,1057.625855,1057.625855
F2CVENVW5U6O6XLTBNG6VJBI5JVIEGS7UGYFUSDQFKXTSO4SMILAPTBKAY,0,1057.54514,1057.54514
B2ZATMGHVDKPV2FKPEGX3AWHK2QRAMA4XU2YGDVSNNCD563LOBDADVW6ZY,0,1057.423972,1057.423972
JOK2L5MEIF5LX4EIMBIBTZ3AU6QCN4HX5GKSXRDPK5GIWKJVRSRJFZT6SU,0,1057.1003,1057.1003
LCVILT5C7YUHPV7TQEJL75CVT6TT6JWL364VPYTDWNRAEQQB5L4DYTUVNM,0,1056.978713,1056.978713
XDWQBQIJDHDZ5DKXDJIJWTPXRZFCX3QQJRGSNMXPLKJOOUS6DVHJAPVFHA,0,1056.450512,1056.450512
2W5B7FK2VFXW2KHXGGCFQMRCNI7NLO5XSE6FBVWRX6SJWKPXGFTW3RRNSQ,0,1056.083566,1056.083566
5AFWK5VHGNBFWSXNXODVOWOLPPRUJB3UNFSOY5GI3WE3DEB5XCI2TD7J2I,0,1054.976434,1054.976434
SNJGSQPOQ5BFJ5NBH3CFULPHX4T2ITZVQZTYUXTS3NNRXYMUCYXUSINJUE,0,1054.935247,1054.935247
6OTFJ2OLTMONMSIMON6OC4WIZ6ENZHSUCMIGAAW3HHMKNFPDD4HRLGVRRM,0,1054.832312,1054.832312
BAI6OJGRUQQQEZAEZRDWGC7DYRIISEVF22C3OZJXFMZFMW4GT66MDQMD4A,0,1054.832312,1054.832312
EIZ6BYSM5MRFSPYTJFWTKFICD6XK76WMRMGZA5OX7XY4JBKKH6FOK5LATE,0,1054.832312,1054.832312
KSVN6RMIO2AEYNWNAYLC4Q3NCXJLJ7YETEZ57336BCIJ6URGVUTRPE6GEU,0,1054.832312,1054.832312
3JVVRJD3TENM3NA7VI7DQJ52HL23ERDMN2LKIG6PCSOKQHPCXEM6OSGUYQ,0,1054.832312,1054.832312
O3M2Z662RODMX6RMEI6M2G4G426GUD453LEUP5V6XL36F5UNHJQ55NS22A,0,1054.832312,1054.832312
GLEVN3HJPZVHA6ARUD6GYJKGXAGIHLK2B6DWMGYMDYDKEU3DSDB4FYYSRI,0,1054.832312,1054.832312
RIQWZ53VKGAXRP545A2FKC7QFLI2B2FBAK3JCKKNQOSEY426GKXWDGROXY,0,1054.832312,1054.832312
3U4R6UW2ALSCPR7AB2XT4L6ZDWH2B5UNO3JFPYVV3IJANYVWG3J5O3Q62Q,0,1054.832312,1054.832312
ILYM66POKZACR56GIOIXICXQK4DWMXUADVK6AZDP7N73UBVPVVK44GCBTE,0,1054.832312,1054.832312
NJQOUO4626466DMWCBPDW3JRWSDHGOISJ7T43DBCNGDFQH7KN4LFQTLKSU,0,1054.832312,1054.832312
JMMIGQ7YXYG3LNY7QLKBPGBEQTFUDWESL26EEBSJPHQWSCGPCZJ7EXVC7Q,0,1054.832312,1054.832312
W4ZO6SMAM2T7IHOMD4ZW2HFU6DFAVIHM6JAY7GZUXKT4QYXNT2ILOMSA4Q,0,1054.832312,1054.832312
7ZC4L3HJH2BBEM55RRLO4UMU2UUGL72OOOI3WJNVB472LRFMG5JQPXX2U4,0,1054.832312,1054.832312
V6H7KDINVQ4OKNPUZGC3JGXWCBAQR2O5URXDM6UD7ZJ3VFJS63MB6K4ZQU,0,1054.832312,1054.832312
4YKW2SX6GBMWQNMWP2CTICVI4A7T4WRXGXTSOLQTARZDNMW2X2MSNB4V3U,0,1054.832312,1054.832312
33JC335NPQJ2UTOWR22T2Q3AORKIMU563MH7ILTVWNP54GQOC2UVCS5U2I,0,1054.832312,1054.832312
5E6RNBWTYAY56AMWIJA5NGLCNOPWJ77LKIOUSUFQYPBYWV7UN5BEEHHIFM,0,1054.832312,1054.832312
MPTZI4Z6VYIKERHEGKJEROPAYK7AMYGUSCJTFWUEX52MDXHTFAUBABUS7I,0,1054.832312,1054.832312
5TML4BK4VWGE2GLZXGITXZRVYR4JLYWIO6JNKI3ASA6WV432BA3WWF2FA4,0,1054.832312,1054.832312
E5ZWCH72HKSSRDKFDYG4SZNHETWUUODMQ463XOQ5VKTWNWPCAURKD6QSMQ,0,1054.832312,1054.832312
ZTYMJEFXOC2MG3HGYIFXTUKSM6SKBTQUR4LKZYUEX4HRG2GRBTZ5PNCU2U,0,1054.832312,1054.832312
MSQ4PYOSLHQ6CPGYNNEW4PYVB7KOWOWA4ISKQ2BS2ZRBJF73KH577OCH6A,0,1054.832312,1054.832312
6UZQIURY55ZOBQBNC2CK2IZRUSPJSRJDAIMNDTNCVZZCXKOQHN3Y3E7JC4,0,1054.832312,1054.832312
AGYP34BO6KAR4H6VF7CB5BDLQNDRZSYG56K6CGLKDVVUDGTTWPRNXXKDEA,0,1054.832312,1054.832312
BDLXHCWENALYKQUDTOUS6TKVX4K3GBFZYKJK553BQHH3Z34WPZWGOUCA2E,0,1054.832312,1054.832312
6IHSCJWCMTE5AF6KJ6W5M3E34LCDXQNWM5ASXX6QECMQAJALKZA4EDJUIQ,0,1054.832312,1054.832312
IZPKF5ZBB3IZQKHKSO7RC6F6AC6E46PYBJLKTCKJNRJRS4WAIO6G66WJDA,0,1054.832312,1054.832312
RVWN2GHDML74VRKH24VNGILKOUKCDWTVL6TYQAAGV5Q7B5BP6TKN7LK6PA,0,1054.832312,1054.832312
J3V2VLPOUWX74F726FJJFIISSQILZ4Z2M7BAZPIF5M554FTYMM5DQN5AIQ,0,1054.52265,1054.52265
LCPYPS37S775MLGBNYKRWMTRBOPJD2PGZCXYOIJA6ON3ARX7SN32FF7U7Y,0,1054.108732,1054.108732
C5MWAU6LKHA6RBEX4224MZQD3GTUEL2AXEOTJDYENT6U5W2UTIK4GZEFZI,0,1054.02579,1054.02579
QXCMA5C5GU5MP2CMI4RF4RM6LTIRANTWPMAQML7KGU53J2U5SWFK667GDI,0,1053.568654,1053.568654
ZAW4MJV7FUYG34NPHA2FVA5P3RHIHI7EGMZWQNEHHRAIZLSYZBCY547KIA,0,1053.36033,1053.36033
6M2HRTGQRX6FPLYQHNBKFBQDDJHUAV3EH5QITATJ3GM42UCMSXS2C32HXE,0,1052.3977,1052.3977
B6PXLXVSEJGVCSJSUBJO3U3TUSXNV2C3A3GQKC23GWC572MDAX2XH3TMVI,0,1052.313654,1052.313654
QUID3IW6CZI5WDT4KGK6ADSYEX5IX5WLRFCIG4ZKSEK5MNDCSY5G2PQ7SQ,0,1051.681567,1051.681567
FHL3XA2OQYGJKQQQT35MTYUYZPUXSVCQW5TAX7ZYHFJFH7DUCDAOTP2M3I,0,1051.343189,1051.343189
4GBUS4E2Y6TQTTD5N2YJX2BMY2IHSYQC2SGMYLXFPSBBTQL7HS3TTLVJCM,0,1050.663774,1050.663774
R666ROHXHNMTJ23JIDZWS6SLHS5AHEB2VWP6CLKSS2IJ255CEASLCTFUKI,0,1050.493362,1050.493362
UGAKBDYUJTLVBKZW2FQQHHKPR5YTGRPRTKLEYKCIFYI5FDWYJX6HHINQZU,0,1050.322727,1050.322727
VHECUHTVAIK6Z3EBLK46Q7TASVACNJKZNRFE2BBHXGYPSRMLGYV5MGQ3XI,0,1049.509132,1049.509132
YD3CW2EKZIKV6XJGWITSTJ6UL4U4PEXBKHSD3ZV7R7SZBZGH7NVTVL5RFA,0,1049.46617,1049.46617
AKNAMJVQG3MW4YOHPTM2EWIJVBCCAQYQRGS5MFJE7PC7WQEVLPMGJJGCXA,0,1049.46617,1049.46617
YELECOCNN5BHETGJW3WRHSZ6VDW57LMBWV5XUJFJVSGQBQRHTTUGQLGV3M,0,1049.121958,1049.121958
WE5PBAJOKECATUNZYQA3F53UY5ILSGBRIDRLJ23ZYIOJIYIVTR5APCCW3I,0,1048.58082,1048.58082
FSXMI7PUIMAGQQ2PWDTGQM34AMWS5UESA42HKSYTHTBYK64BDM6HR6K2JI,0,1048.525954,1048.525954
HK4TZGEHFE6SNBVASQVA4J3DN3CDBSIHZ5H6GUNAZ2YDD46LPZJB5GDC5Q,0,1048.517385,1048.517385
7PYFTFQO2JT2V2MXHVCZYWTKEERDWPYGXVVIO3WCCLMU64FGWLAYS4YY7I,0,1048.12724,1048.12724
JSMCM75KLOER64D4TJIVK3RQDTMM766VZ43GVYA5RWIU5D6RRUYY3BOHIQ,0,1047.03732,1047.03732
TTIYO54WBFJ5DH52XFJMCY6W23BJLFVHNGRSTDBBIXEJALZZOK4NNCOR24,0,1046.686608,1046.686608
Y6HJCMPCZIWXTQ4X363PAVPDX3GVFSB23XZMSPIH2ZE4HN4X65K3Z6FNOI,0,1045.894033,1045.894033
2FRFNDWYNEF2BN4VN6NK2FCFQYIAFYI3BA7JV6I5VOYYQIAR4NQLNNYHUY,0,1045.805671,1045.805671
JFRGNCFTCN6PT5RGT32EPQ4B4CLCR3GMUVTQBV7QU7QOB4UT3B2BGMUWOA,0,1045.454658,1045.454658
4FPATYWSBVD2PFE4V62RTY6XKD2MZJGGEH33PTHVST276MU7RHVDMBU7DQ,0,1045.454658,1045.454658
2GUK3CTAMBXWEMIVU7PBEM5AHB4PMMCMSME5HYKMAK2KOQQPM4PEUFVQLQ,0,1045.454658,1045.454658
FAQW53SC7FUXNZOVM3IRQ3TSVPUBKU2HDNGXXB7LNU3IR6BROXKC6MOHE4,0,1045.454658,1045.454658
FI6YRQWJGPXAV2EB7PDEWW7PMV7XDODDSB6UXEK5F5JE6OBUDNC3ALLOJQ,0,1045.454658,1045.454658
3SL3TQB7H4HTXNJ6CMDPDCCKVRPINVEIHR2XM3SBWJVJM6CEPJP626KEEI,0,1045.454658,1045.454658
CJTIISHBHHS6YP5AR3JZPUXTUSOMVWOTF4OTPCSNHZU7LMQ7OJTL3FJRU4,0,1045.454658,1045.454658
GTOBW3PFTLQC2O7ZRLSFUR4IRMUKRKW2NEFX63DZ4FVH7YS3U5UA6ZPK54,0,1045.454658,1045.454658
QBFZXTB2VS4MVBPXV7TYRUFBWHPVPQBUCLSRAFX55U2AIWGNHUJDA2ZUWI,0,1045.454658,1045.454658
XRHWBSIIB6YGCSEOBKC5TEFE43SZC3YHDMRH3BPD4BO76STLZTYS2XHK6Y,0,1045.454658,1045.454658
GNORTDCDY4M275GRIXE3QGCJXHCYIWNDRJQDPXYFSY7CNIOZUK3E3XG6MM,0,1045.454658,1045.454658
XHYGORNI7QMV2N4DSVKDSVQAHNY5OJHRIMWM62QET4XMQNZJ5UANXVVDUA,0,1045.454658,1045.454658
UGXEYGM3YGGPX3QUASIUY6PPSLWA4F7VWO7AN52NSCLA2MB46ZNCOYSMLM,0,1045.454658,1045.454658
46BNA4RBJEEFDMCCQBQ5DSMI5UXZVIXUKADC6O3NWBHWF2EKSZKPC3BJ44,0,1045.454658,1045.454658
2OFF4SNL35IWYUAHA547Q5FVKTTK2WGRYFLKDPPF5EL4LWELVO7XMCMIJE,0,1045.454658,1045.454658
2OBQL76XAY7BKCV2KTBLOXH44RTJCAF4JF627OOUGQSU6FAFRWVRCRXL4A,0,1045.454658,1045.454658
F4SZEP3N6SG2NEIO6RX7ZA3A4OS3NFXKHOEH5SPMSQBU2QJTIMF6WPOQLE,0,1045.454658,1045.454658
OIODVGXMILYDFFE3NJNSRZNUNB5AJJLHZGNCNGTL4WH2HIVFOPX6KXGNCI,0,1045.454658,1045.454658
HK46B247S6TUXLILR6KM7VWNV5T4KVRS4WPP76HMWDATQOYJFTNJGWEXR4,0,1045.454658,1045.454658
6KDVEDLTYGU4ZIQ4RBE3VEAVMM6FFRJI7C7FTMZJVZ2VGW3FYJN5GSBDOQ,0,1045.454658,1045.454658
EFCGUJXZMAK5JGXXBSEGTWILEWHUEXU6YBN7YGDBM2AU4OODBOYNL7CWWE,0,1045.454658,1045.454658
2XSDPREI2MLHVWMBURGFRRUQ5C4SVTHWL3C4S7QWGWFM6LGRCXI2R4H3XY,0,1045.454658,1045.454658
LI2DS34NEJ3LFLAQPTRBWQQFGAYT6AZIOVXAFP6PGEZWVN4XVGYK6ERVQY,0,1045.454658,1045.454658
BUFSM63ZX64Y7EXTH5AB53EQTQOMYC6YIWJCLW4CHQLWR3FX7QMWEQFYDQ,0,1045.454658,1045.454658
7XZSON6ELM7C4NAEV5MDMQJWGQ4FKNMUAV2WRDN4JPJPM6XUWFCD7N43OU,0,1045.454658,1045.454658
BIGJH2PCW2MXQEW2NHG443ROH5MKCL47QVIW6YINZRQTSPLFSHLHBCHCLE,0,1045.454658,1045.454658
HZM3IWYEF33JS6R7JUV3AG4P2KYKZYDTKSSJOYHD3LNHEVLYNTPIYBQ2SY,0,1045.454658,1045.454658
HT7WSIUKUMF3AHA5UCIOLG6MACAYEMA3F6BQHXY7DWVUF2SE23523C4YLQ,0,1045.454658,1045.454658
WD4EFZ3WUSZYCYJUA4Q63QCA3QA6IQAIEKPM3ARYNPG42LEQXRYXSLZJHU,0,1045.454658,1045.454658
XEBMDXC3RGM33FQUDKEPFLDRCP7LKRHVBQHMXS72TLNATUKCIDP7OT7HLE,0,1045.454658,1045.454658
KQXOLBFNRWBPIPFXRZZ5X3XZZJMBSORLANF2X3KY2P5XMICEROW2LRX47E,0,1045.454658,1045.454658
2QUAB55B3CXAJ47XVRRBBMVNTMNBRUY6LO7UNMR2A4INZ4CP5XPLHEUL64,0,1045.454658,1045.454658
CLYAM4IUFFWTKOTGIJDRV53B36ZI33P6DB5GYV4V3JCXE5NK6NN2NVKJNU,0,1045.454658,1045.454658
UULW4NF6CPSV5GRNCKQKO2X5GVPMTAIFEYVWNNBAD4A776BSZ3TLN5HJSQ,0,1045.454658,1045.454658
KP6O5SN7IJGSDI4UQQF67FXIPMXUN7DCU6SQESL3ULDCRBOVTXKZ4I56YA,0,1045.454658,1045.454658
QWMEKR53JVANIC2K2DXBYWZA73LGREJMUEWXPYXGAX3P6CDEYB4HS72ISA,0,1045.394211,1045.394211
BOC7OHS4OSZO7LJPK63AQ66F6E4JHGJ5T6ZPP7ZLTLPUQDHDVJ2BMOUXYY,0,1044.249543,1044.249543
YN6GBGBBHNRG3BCYDTAK2FQSTC5236IVVDZS2KX73365B2DLM7PK4YYQE4,0,1043.936075,1043.936075
7JN227KZHEAPXOGLEYOMHPQGGWW7YHY7SO6X55PU3ZZJIFMQXEHWMGYXRI,0,1043.846375,1043.846375
NS2MXK6ZMXBAOT6V4RILHZP45CA6AXDXP2E53YZLVEY4C3IZUK2YXCVCK4,0,1043.081416,1043.081416
PF6XZCPIFQAS5STKSC2EK7SXXT3ENG7HYJNG53246676H3IRMSWXVUIW3Y,0,1043.036278,1043.036278
IWQ6VHIDL2B6LNQGW6PGXHZRONTWNOR7LKUHAV4HR3HHMPXDE2447EMC7Y,0,1042.855571,1042.855571
NHZLV6HPN2T6GKXKDGSFV7JNQDTBZY7P5E55ZGTST4VDWF77DWTDOO7W3A,0,1042.810356,1042.810356
HYQNIR5EHMMF6RY63YCNSXY3D527ZKFTFT5C23USFIUI24W5CQTOMJZ2IM,0,1042.584041,1042.584041
X5D6NWVG7E3YYNHFTUYGWZ5VGQIMC4HI5WLCGTQ3SPZGXGR24I62CUPEII,0,1042.175684,1042.175684
YL6TRZP7UT5ZU6KI6IH3XKBWIGZ64FSS3OLDAMH5BRTWBTKIWBSG4HNKA4,0,1041.674839,1041.674839
MVEKYHFLJ63UKDYGNKCJD7WO5KFJZFVFMJPSDAWLDIDP4LUP575YDOW6GI,0,1041.101746,1041.101746
Z726FY5KTJNFAHJV4MRERVKO65VLKNCPXFTMZMQDMIOTDGXUQ4AJ7B5KSM,0,1040.345151,1040.345151
OIVAPQ6C67BUPUAAK7VR5S5CK5LLJ2IZ2KGHTROJF5EZGE7XVFO4UGVB7E,0,1039.981331,1039.981331
UBWLONIXVTNXZB5UFTVMYJBZ2TYJ7CGUC34RW4ZJICKEP4AK2SPEQZVTYQ,0,1039.981331,1039.981331
KZPCNAOV5TBJPQNIE2VL6YDSMXZZ5IP2TUPTYY2TH57Z4MMT7J5OEY7M4I,0,1039.981331,1039.981331
RWMIBMG35WBYCGVRUWKYE3H23LBWD27AJUSWAUJK62CEGZMB7MW4IQCPVU,0,1039.981331,1039.981331
VEDD777LFR24TYOOVODNKIKSNH5XJLKIFKH73CWKN4MXZGEO24WZTTPFTE,0,1039.981331,1039.981331
CVQ4X7LR7JSYKEE7ZUF7TTQ353HWBOMKPQKJLBXNGGBESLORPXGUMFB3VU,0,1039.981331,1039.981331
YABICRUUXEGBKUK27JFRECIKAXFAVOOYAPWSXFPTSJMCKWDJWGGYUVJQ5M,0,1039.981331,1039.981331
ONHJKA2LE36GMRWYRAY53I6HMIPKPRWQH6YSNNNEUWOMYKLWQ6QJKMG6K4,0,1039.981331,1039.981331
EBRM2IRNMDAW5CQC6RO5TEMMUMKPSRZ4I2MTTOS6Q6USUCULFTOML7WUSQ,0,1039.981331,1039.981331
2NCVF5TR5A6XBO6IZEKJA325RSMH2PBXMKWPKK45ZY3WP6XSFYKBIHXRLA,0,1039.981331,1039.981331
DKT77HD4MNOSI36AJHVCUA3H5QRMQ3DGG3NHJFR5DVCFFUICPS7KMLIJXY,0,1039.981331,1039.981331
GR44IS4Y3ISW4KCRDHLSKPURKE3P52TWRLIOX5RPOHE4GDWWXSPTDFHL5U,0,1039.981331,1039.981331
2PJUVC6U62RTUDQ53HQX2IKLRE5SZF35ELSXTOYHUPTMXWRJH5V2JN4AQA,0,1039.981331,1039.981331
MAASAC3QKJSXKPJCJIGUFIGMZ5BQP7JKRH7ILHEDRWZ7EE2NZWHYR5RNY4,0,1039.981331,1039.981331
VXQLEPWAE7CEZPRGVEZKCY6KKQTVFWJZDPWRO6MZ3E5AXS22C5IKT6U3JI,0,1039.981331,1039.981331
PW3XOVEA45EL3YXSBI6HV4JCSZLVTGVVSTNFYAP6YUF5DACPUBBHYDKVC4,0,1039.981331,1039.981331
C2K6F6FIC5FPH5AQJ2UXW5WNYHCWQDNYASY2IKMQE3RBIKXPB3GAHNUI6A,0,1039.981331,1039.981331
SHFJR2Q5NWFF7HBQTHYCKK7D2LTVF6MTH2AEVXVVDRS5RH5KW7UMT5GMSE,0,1039.981331,1039.981331
